CMS_energy         cross_section         cross_section_error
3.80765                0.0               0.0
3.89624                0.0               0.0
4.00762                244.71687053633403               11.761711579694271
4.08545                80.42215742784124               27.673576973333503
4.12848                596.7399204655405               17.638317276754922
4.15744                923.5466885209519               20.511131950704154
4.18859                957.6801875809149               64.34581327531343
4.1888                989.5378604102276               18.774398778111305
4.1989                944.5983575275277               18.72870934456585
4.20773                920.2688486660735               56.489339751243946
4.2092                890.9424090168288               18.368093722569174
4.21713                815.3587428680365               54.12802810572327
4.2187                774.9188383224707               17.157007933400468
4.22626                644.0320373226231               10.85627474107869
4.2357                651.836969604776               15.387236094880713
4.24166                622.5501805515271               46.90082039846404
4.2438                654.8236290569392               15.336904114642666
4.25797                582.6836881775052               11.847086424495467
4.2668                622.3318510575301               14.944083927655235
4.2777                589.3896532827797               25.601259328062152
4.28788                475.41318400303084               14.206899817678119
4.30789                501.0505899466624               49.47833343778759
4.31205                399.04229848363923               13.647543293864242
4.33739                387.9789465935441               13.692075527255327
4.35826                454.79057693608945               14.079780410104362
4.37737                461.82141198509595               14.757517977501717
4.3874                536.0799500680009               46.15900237685413
4.39645                588.4411361203881               16.10562950317061
4.41558                648.7426818764798               11.588342536408698
4.43624                710.9445275405391               16.470638884667043
4.46706                503.6272876976737               33.12897108443169
4.52714                428.21220492647944               31.00103845189766
4.5745                463.1455147593444               45.96506503107011
4.59953                391.6678965340542               13.68161488661045
4.61186                398.09051407994804               32.099735132353125
4.628                380.6002028489666               14.469864440179833
4.64091                392.30062431832584               14.52216517059164
4.66124                415.0146187240581               14.780573088810462
4.68192                433.6630913336028               8.5947828753845
4.69882                438.80942599992534               15.306094824485253
4.7397                469.27215629943305               28.58372410989489
4.75005                444.3826922287033               18.356634934704637
4.78054                444.4511311989939               15.408608309760707
4.84307                391.9145476924575               15.148507758725895
4.91802                399.38408237898176               23.7015232298182
4.95093                395.47153641199526               28.590553401085554
