CMS_energy         cross_section         cross_section_error
3.80765                185.19393534897733               25.523915275789072
3.89624                720.1278750300415               31.409466367351342
4.00762                2007.7590706809758               14.022949862424689
4.08545                2150.549345053555               44.77369920302816
4.12848                1901.796833303683               15.71930420836575
4.15744                1869.4148537956173               15.62497554521774
4.18859                1714.2207593137805               47.486021148748364
4.1888                1671.0637055844754               13.3186356049636
4.1989                1646.797246791572               13.29582397626209
4.20773                1658.0686842661776               41.1306266018148
4.2092                1453.0354003939472               12.906157391620233
4.21713                1382.5300499074488               39.6369799354874
4.2187                1350.6256955740978               12.59595089899456
4.22626                1167.7787954457112               8.33781858262507
4.2357                1050.0151380700552               11.459096854296982
4.24166                945.3893738180964               35.10416014823113
4.2438                981.1827051589955               11.213743056295765
4.25797                958.7161111048194               9.072901341399508
4.2668                977.4740360654698               11.221028568859177
4.2777                952.7531057615412               19.53805248090793
4.28788                920.9525620306114               11.628617603520162
4.30789                1051.7431223903302               40.676324298144216
4.31205                1020.3656214424401               12.018064959661844
4.33739                1233.4860351706814               12.66651185374401
4.35826                1477.7973657047678               12.897454262059806
4.37737                1644.8749175492349               13.685705229897414
4.3874                1765.690174286029               43.165749186661365
4.39645                1866.7003697542223               14.486169277396286
4.41558                1992.1284486420666               10.16541674396619
4.43624                2024.2581741980698               14.067481258635507
4.46706                1519.8303455908224               29.653821859415547
4.52714                1461.8437297230275               29.09614812639823
4.5745                1286.3335072034067               42.70493028420131
4.59953                1273.3596094691454               12.442957667423176
4.61186                1189.3190652073517               29.005273405558523
4.628                1279.6120582882324               13.123597262229548
4.64091                1247.0632297718207               12.677609737177304
4.66124                1325.217324485476               13.22982149164969
4.68192                1358.7493219840244               7.544700013840049
4.69882                1373.3622233955837               13.417300418452555
4.7397                1376.6828273959427               24.331523909365462
4.75005                1403.27650288418               16.40374622008534
4.78054                1331.2312773129402               13.756911128228044
4.84307                1253.6538767918998               13.418593029867152
4.91802                1235.5903368073775               21.49432662635104
4.95093                1213.215332535857               24.564163469086367
