3.80765	              0              0
3.85	              3.859477808    0
3.89	              0.000797273    0
3.895	              0.021796709    0
3.89624	              -0.384947303   0
3.9	                  0.390491139    0
3.905	              -0.28093573    0
3.91	              0.274712249    0
3.915	              0.29667681     0
3.92	              -0.20199198    0
3.925	              0.159588754    0
3.93	              0.007476888    0
3.935	              -0.005603562   0
3.94	              -0.007769458   0
3.95	              0.003575326    0
3.97	              0.000751378    0
3.975	              -0.098259795   0
3.98	              0.071714678    0
3.985	              0.011238999    0
3.995	              -0.00575684    0
4	                  -0.062488396   0
4.005	              -0.005403436   0
4.00762	              -0.008873818   0
4.01	              0.047804733    0
4.012	              -0.010215548   0
4.014	              0.009153508    0
4.016	              -0.011803227   0
4.018	              -0.005162058   0
4.02	              -0.005417754   0
4.025	              0.040634879    0
4.03	              -0.002824639   0
4.035	              0.003891101    0
4.04	              -0.022682809   0
4.055	              -0.002604913   0
4.06	              0              0
4.065	              -0.019025186   0
4.08	              0.030251179    0
4.08545	              -0.025754559   0
4.09	              -0.037396634   0
4.1	                  0.037998679    0
4.11	              -0.0256368     0
4.12	              0.041980756    0
4.12848	              -0.003627239   0
4.13	              -0.041383948   0
4.14	              0.025268359    0
4.145	              0.003691195    0
4.15	              0.009545628    0
4.15744	              0.01477717     0
4.16	              0.000615103    0
4.17	              -0.033602151   0
4.18	              0.01167943     0
4.18859	              0.017724111    0
4.1888	              0.147717514    0
4.19 	              -0.019473661   0
4.195	              -0.036109891   0
4.1989	              0.126296786    0
4.2	                  -0.035725466   0
4.203	              -0.020995076   0
4.206	              -0.01788923    0
4.20773	              0.087030969    0
4.2092	              0.231310398    0
4.21	              0.12867977     0
4.215	              -0.034124382   0
4.21713	              0.109641652    0
4.2187	              0.30684039     0
4.22	              0.14778234     0
4.225	              0.39769137     0
4.22626	              0.040307519    0
4.23	              0.430787556    0
4.235	              0.238108989    0
4.2357	              0.170198237    0
4.24	              -0.054314021   0
4.24166	              0.586866246    0
4.243	              -0.339578384   0
4.2438	              0.722878805    0
4.245	              1.325331903    0
4.248	              -0.151367412   0
4.25	              -0.192285308   0
4.255	              0.60935874     0
4.25797	              -0.075100041   0
4.26	              0.016134506    0
4.265	              0.346360839    0
4.2668	              -0.168543934   0
4.27	              0.350061409    0
4.275	              0.363448338    0
4.2777	              -0.324256759   0
4.28	              -0.048296292   0
4.285	              -0.1079797     0
4.28788	              -0.025310953   0
4.29	              -0.224615642   0
4.3	                  -0.010345648   0
4.30789	              -0.141784291   0
4.31	              -0.189462986   0
4.31205	              0.24837731     0
4.32	              -0.101626016   0
4.33	              -0.091200242   0
4.33739	              -0.062468227   0
4.34	              0.046380782    0
4.35	              -0.082487254   0
4.35826	              -0.038722378   0
4.36	              -0.005477597   0
4.37	              -0.01012339    0
4.37737	              0.010234841    0
4.38	              -0.002673364   0
4.3874	              -0.024287418   0
4.39	              -0.017756178   0
4.395	              0.059537869    0
4.39645	              -0.033227987   0
4.4	                  0.012306544    0
4.41	              -0.022400417   0
4.41558	              0.035434324    0
4.42	              -0.013043799   0
4.425	              0.031999018    0
4.43	              0.004566303    0
4.43624	              -0.003799979   0
4.44	              0.038946792    0
4.45	              -0.025546078   0
4.46	              0.046294726    0
4.46706	              0.06378356     0
4.48	              -0.016698495   0
4.5	                  0.008560587    0
4.52	              0.082571177    0
4.52714	              -0.092586824   0
4.54	              -0.024607759   0
4.55	              0.105990763    0
4.56	              -0.010830578   0
4.57	              -0.079970629   0
4.5745	              -0.012225629   0
4.58	              -0.015881733   0
4.59	              0.036861921    0
4.59953	              -0.055655646   0
4.61186	              0.000403537    0
4.628	              -0.014172166   0
4.64091	              -0.006176563   0
4.66124	              -0.02924607    0
4.68192	              -0.013969407   0
4.69882	              0.011274329    0
4.7397	              0.010729902    0
4.75005	              -0.004912269   0
4.78054	              0.020949111    0
4.84307	              0.007113495    0
4.91802	              -0.023677962   0
4.95093	              -0.007328013   0
