3.80765	        0.000232718     0
3.85	        3.887774775      0
3.89	        -0.220514294     0
3.895	        1.456209933     0
3.89624	        -0.320116861     0
3.9	            -0.476695974      0
3.905	        0.038316384     0
3.91	        0.009715367     0
3.915	        -0.139261219      0
3.92	        0.160949394     0
3.925	        0.222132159     0
3.93	        0.010040689      0
3.935	        -0.074559784     0
3.94	        -0.017442971      0
3.95	        0.197640779     0
3.97	        0.067677113     0
3.975	        0.12677841     0
3.98	        0.061384712      0
3.985	        0.046829243      0
3.995	        0.005892545    0
4	            0.05821616     0
4.005	        -0.029041199      0
4.00762	        0.100666775      0
4.01	        0.058291702      0
4.012	        0.004709033      0
4.014	        0.178315694      0
4.016	        0.00771143      0
4.018	        -0.020377666     0
4.02	        0.051794718      0
4.025	        0.008043267    0
4.03	        0.038864294      0
4.035	        0.061083737      0
4.04	        0.179782875     0
4.055	        0.085751694     0
4.06	        0.042521682     0
4.065	        0.150355161     0
4.08	        0.049735529      0
4.08545	        0.068534916     0
4.09	        0.015586197     0
4.1	            -0.004776269      0
4.11	        0.075795829      0
4.12	        0.579356532     0
4.12848	        0.140718383      0
4.13	        0.037981206      0
4.14	        0.086236966      0
4.145	        0.315096381      0
4.15	        0.464867829     0
4.15744	        0.19999084      0
4.16	        0.052489425      0
4.17	        0.163293789     0
4.18	        0.017070089      0
4.18859	        0.215995873     0
4.1888	        0.402674794     0
4.19 	        0.486763719     0
4.195	        0.073287276      0
4.1989	        0.257143106     0
4.2	            0.454329197     0
4.203	        0.081512134      0
4.206	        0.217435764     0
4.20773	        0.175733363     0
4.2092	        0.283860914    0
4.21	        0.232308895     0
4.215	        0.120730955     0
4.21713	        0.236752065     0
4.2187	        0.337480607     0
4.22	        0.937796136     0
4.225	        0.020697681      0
4.22626	        0.248166505     0
4.23	        0.404785372     0
4.235	        1.08192165     0
4.2357	        0.389840589      0
4.24	        0.739723625     0
4.24166	        0.418108945    0
4.243	        0.254609063      0
4.2438	        0.622663238     0
4.245	        1.352787878     0
4.248	        0.216780603    0
4.25	        1.098763853     0
4.255	        0.844235426     0
4.25797	        0.280347616      0
4.26	        0.073282554     0
4.265	        0.076192439      0
4.2668	        0.577446239     0
4.27	        0.795553456     0
4.275	        0.040495783      0
4.2777	        0.416494182      0
4.28	        0.339441298      0
4.285	        0.364307503      0
4.28788	        0.023833808     0
4.29	        0.021177565      0
4.3	            0.14632772     0
4.30789	        0.060774935      0
4.31	        0.009193775      0
4.31205	        0.001588058      0
4.32	        0.127251775      0
4.33	        0.119076287     0
4.33739	        0.006158528     0
4.34	        0.002922373      0
4.35	        0.015751209     0
4.35826	        -0.007905324     0
4.36	        0.308291075     0
4.37	        0.062675659      0
4.37737	        0.022235114      0
4.38	        0.224000271     0
4.3874	        0.019230699      0
4.39	        0.093741215     0
4.395	        0.22560226     0
4.39645	        0.011609023      0
4.4	            0.050530066      0
4.41	        0.117752861      0
4.41558	        0.001436613      0
4.42	        0.275806106      0
4.425	        0.213411652     0
4.43	        0.038583845      0
4.43624	        0.014600984      0
4.44	        0.023133282      0
4.45	        0.034032334      0
4.46	        0.117986567     0
4.46706	        0.006872987      0
4.48	        0.083893956     0
4.5	            0.156578939     0
4.52	        0.041590682      0
4.52714	        0.023719851      0
4.54	        0.035791944     0
4.55	        0.306860185     0
4.56	        0.140820886     0
4.57	        0.002936842      0
4.5745	        0.055959532      0
4.58	        0.060273838      0
4.59	        0.001431013      0
4.59953	        0.029637994      0
4.61186	        0.013027324     0
4.628	        0              0
4.64091	        0.017448431      0
4.66124	        0.0014401      0
4.68192	        0.002665398      0
4.69882	        0.019229869      0
4.7397	        0.025600746      0
4.75005	        0.008440148      0
4.78054	        -0.004055384      0
4.84307	        0.020806413      0
4.91802	        0.016613069    0
4.95093	        0.003786793     0
