3.80765	        0.000232718              0
3.85	        3.860059055              0
3.89	        0.000478364              0
3.895	        -0.207266891             0
3.89624	        -0.167909053             0
3.9	            0.132885446              0
3.905	        -0.109522153             0
3.91	        0.27275998               0
3.915	        0.277933161              0
3.92	        -0.084506849             0
3.925	        0.083456706              0
3.93	        -0.154120368             0
3.935	        -0.106934641             0
3.94	        -0.049971426             0
3.95	        0.01441197               0
3.97	        -0.130476843             0
3.975	        -0.028304376             0
3.98	        0.023738216              0
3.985	        -0.061604122             0
3.995	        0.005328767              0
4	            -0.018039887          0
4.005	        -0.008950306             0
4.00762	        -0.007004938             0
4.01	        0.018371766              0
4.012	        -0.007104971             0
4.014	        0.000720076              0
4.016	        0.000371583              0
4.018	        -0.055172072             0
4.02	        -0.01014023              0
4.025	        0.028948288              0
4.03	        0.000268341              0
4.035	        -0.015992425             0
4.04	        0.012744903              0
4.055	        -0.009133693             0
4.06	        0.015031463              0
4.065	        0.041733104              0
4.08	        0.018774638              0
4.08545	        -0.025910077             0
4.09	        0.001711846              0
4.1	            0.016602832              0
4.11	        -0.00242634              0
4.12	        0.018794305              0
4.12848	        -0.010102928             0
4.13	        0.026382267              0
4.14	        -0.00888136              0
4.145	        -0.003137515             0
4.15	        0.003436426              0
4.15744	        -0.008886969             0
4.16	        -0.022153946             0
4.17	        0.010080645              0
4.18	        -0.023676459             0
4.18859	        0.006096191              0
4.1888	        0.059160194              0
4.19 	        0.004009283              0
4.195	        -0.00907627              0
4.1989	        0.007804127              0
4.2	            0.039449293              0
4.203	        -0.018398911             0
4.206	        0.01925656               0
4.20773	        -0.000901208             0
4.2092	        0.044221106              0
4.21	        0.12744773               0
4.215	        -0.014209393             0
4.21713	        0.028250154              0
4.2187	        0.10560163               0
4.22	        0.330336996              0
4.225	        -0.091072028             0
4.22626	        0.026759128              0
4.23	        0.138422364              0
4.235	        0.223565177              0
4.2357	        -0.113706907             0
4.24	        0.046448629              0
4.24166	        0.008269882              0
4.243	        -0.030819555             0
4.2438	        0.199152081              0
4.245	        1.553509563              0
4.248	        -0.148508533             0
4.25	        0.022228092              0
4.255	        0.202016411              0
4.25797	        -0.107412457             0
4.26	        0.021614675              0
4.265	        -0.030196429             0
4.2668	        0.104883541              0
4.27	        0.320834893              0
4.275	        -0.123984593             0
4.2777	        -0.045840492             0
4.28	        -0.019093883             0
4.285	        -0.008462595             0
4.28788	        -0.036948489             0
4.29	        -0.029716231             0
4.3	            -0.000827652             0
4.30789	        -0.034799606             0
4.31	        -0.006352258             0
4.31205	        -0.029627865             0
4.32	        -0.006227966             0
4.33	        -0.026571659             0
4.33739	        0.026094085              0
4.34	        -0.017013511             0
4.35	        -0.019814491             0
4.35826	        -0.007729048             0
4.36	        0.095177391              0
4.37	        -0.004920736             0
4.37737	        -0.00977217              0
4.38	        0.014225111              0
4.3874	        -0.004748734             0
4.39	        -0.010118589             0
4.395	        0.018238713              0
4.39645	        0.019168085              0
4.4	            -0.025079442             0
4.41	        -0.011301111             0
4.41558	        -0.0140291               0
4.42	        -0.002495335             0
4.425	        0.096587441              0
4.43	        -0.019250573             0
4.43624	        -0.014083671             0
4.44	        -0.009689531             0
4.45	        -0.027953305             0
4.46	        0.0039955                0
4.46706	        -0.015718693             0
4.48	        0.032971937              0
4.5	            0.008330109              0
4.52	        0.022412177              0
4.52714	        -0.018517365             0
4.54	        -0.008708703             0
4.55	        0.040829296              0
4.56	        -0.005755072             0
4.57	        -0.003289701             0
4.5745	        -0.020576674             0
4.58	        -0.013853463             0
4.59	        -0.024013517             0
4.59953	        -0.0227404               0
4.61186	        -0.011601677             0
4.628	        -0.023234368             0
4.64091	        0.000411771              0
4.66124	        -0.006711598             0
4.68192	        -0.012482919             0
4.69882	        0.008950082              0
4.7397	        -0.000440692             0
4.75005	        -0.011638298             0
4.78054	        0.015653641              0
4.84307	        -0.003060958             0
4.91802	        0.002389322              0
4.95093	        -0.010690277             0
