          path                                                              c0                 c1              fsig                 mean1             mean2              nbkg              nsig            sigma1            sigma2    
        mass_fit_test_D0_MC_mode0_momentum_costheta_017.cpp.sh.out        2.5387e-01        2.6505e-02        2.4692e-01        1.8665e+00        1.8654e+00        7.1502e+01        1.6485e+03        1.5000e-02        6.2584e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_018.cpp.sh.out        3.0418e-01        -5.9996e-01        2.6331e-01        1.8647e+00        1.8658e+00        8.6254e+01        1.6018e+03        1.4238e-02        6.0857e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_019.cpp.sh.out        6.0003e-01        9.9968e-02        8.3113e-01        1.8652e+00        1.8673e+00        7.0074e+01        1.5769e+03        6.9400e-03        1.9309e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_020.cpp.sh.out        4.6296e-02        -6.5321e-01        3.0128e-01        1.8679e+00        1.8653e+00        9.7636e+01        1.5083e+03        1.5000e-02        6.8992e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_021.cpp.sh.out        1.0684e+00        -6.0000e-01        3.3821e-01        1.8646e+00        1.8658e+00        1.2122e+02        1.5368e+03        1.3955e-02        6.4424e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_022.cpp.sh.out        3.8642e-01        -5.9963e-01        4.3221e-01        1.8665e+00        1.8655e+00        1.2560e+02        1.5154e+03        1.2343e-02        6.2442e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_023.cpp.sh.out        7.0017e-01        -6.0000e-01        2.7810e-01        1.8673e+00        1.8660e+00        9.0449e+01        1.4835e+03        1.5000e-02        7.7127e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_024.cpp.sh.out        -5.8720e-01        -1.2902e+00        4.8117e-01        1.8658e+00        1.8662e+00        1.0309e+02        1.4069e+03        6.2631e-03        1.2534e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_025.cpp.sh.out        -1.4533e+00        -5.9840e-01        8.7378e-01        1.8651e+00        1.8594e+00        2.5542e+01        1.3092e+03        7.7753e-03        2.1167e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_026.cpp.sh.out        8.0105e-01        -1.3881e+00        7.8627e-01        1.8657e+00        1.8648e+00        8.7077e+01        2.6388e+03        5.0566e-03        1.0551e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_027.cpp.sh.out        2.5210e-01        -6.0000e-01        5.5781e-01        1.8656e+00        1.8655e+00        8.1424e+01        2.6456e+03        4.7395e-03        7.7559e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_028.cpp.sh.out        -1.2991e-01        -9.9998e-01        9.3745e-01        1.8657e+00        1.8677e+00        6.0625e+01        2.5223e+03        5.7201e-03        1.8256e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_029.cpp.sh.out        3.3709e-01        -1.4703e+00        6.0280e-01        1.8652e+00        1.8659e+00        9.9033e+01        2.4021e+03        4.7805e-03        8.3688e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_030.cpp.sh.out        4.9076e-02        -2.2197e-01        8.4589e-01        1.8655e+00        1.8648e+00        5.8681e+01        2.2663e+03        5.4374e-03        1.2910e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_031.cpp.sh.out        3.8513e-01        -5.9848e-01        7.7630e-01        1.8656e+00        1.8665e+00        7.4535e+01        2.1164e+03        5.4231e-03        9.5072e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_032.cpp.sh.out        3.7346e-01        -5.1775e-01        8.7768e-01        1.8657e+00        1.8639e+00        6.8543e+01        2.0064e+03        5.7906e-03        1.3885e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_033.cpp.sh.out        2.5685e-01        -1.1516e-01        8.9437e-01        1.8655e+00        1.8630e+00        4.1738e+01        1.9883e+03        5.7550e-03        1.6863e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_034.cpp.sh.out        -2.1486e-02        -4.8703e-01        3.1102e-01        1.8649e+00        1.8655e+00        9.1324e+01        1.8567e+03        9.9995e-03        5.1543e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_035.cpp.sh.out        3.4250e-02        -6.5846e-01        1.6673e-01        1.8644e+00        1.8656e+00        6.0070e+01        1.8149e+03        1.1567e-02        5.9806e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_036.cpp.sh.out        4.4934e-02        -1.0000e+00        7.6929e-01        1.8656e+00        1.8662e+00        8.6344e+01        1.8257e+03        5.6581e-03        1.1534e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_037.cpp.sh.out        2.1612e-01        -9.9999e-01        8.7400e-01        1.8658e+00        1.8667e+00        7.8322e+01        1.8526e+03        6.2563e-03        1.5318e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_038.cpp.sh.out        -4.6997e-01        -9.0277e-01        1.8638e-01        1.8660e+00        1.8653e+00        6.7888e+01        1.8500e+03        1.5000e-02        6.0323e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_039.cpp.sh.out        4.7395e-01        -5.8480e-01        4.1227e-01        1.8665e+00        1.8655e+00        9.7440e+01        1.8596e+03        9.1746e-03        5.6619e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_040.cpp.sh.out        -1.8910e-01        -3.3748e-01        1.4645e-01        1.8651e+00        1.8656e+00        7.7818e+01        1.9711e+03        1.5000e-02        6.5805e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_041.cpp.sh.out        -1.1618e-01        -4.2777e-01        2.2647e-01        1.8675e+00        1.8655e+00        5.7689e+01        1.9294e+03        1.4174e-02        6.0867e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_042.cpp.sh.out        2.4893e-01        -3.5702e-01        1.4362e-01        1.8654e+00        1.8655e+00        9.0569e+01        1.8994e+03        1.5000e-02        6.5255e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_043.cpp.sh.out        9.4328e-01        -1.5000e+00        1.6833e-01        1.8663e+00        1.8653e+00        6.6564e+01        1.9424e+03        1.4707e-02        6.8942e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_044.cpp.sh.out        9.4058e-02        -5.9999e-01        2.7456e-01        1.8664e+00        1.8655e+00        1.0169e+02        1.9241e+03        1.2814e-02        6.5048e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_045.cpp.sh.out        -1.5361e-02        5.2009e-02        8.4582e-01        1.8654e+00        1.8682e+00        6.6504e+01        1.9805e+03        7.1077e-03        1.9512e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_046.cpp.sh.out        -7.9599e-02        -9.9959e-01        8.6491e-01        1.8655e+00        1.8667e+00        1.2870e+02        1.9463e+03        7.2071e-03        1.5813e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_047.cpp.sh.out        6.7813e-02        -3.8856e-01        8.8431e-01        1.8654e+00        1.8635e+00        1.2869e+02        1.8953e+03        7.6484e-03        1.9903e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_048.cpp.sh.out        3.1371e-01        -4.8323e-01        2.1963e-01        1.8649e+00        1.8654e+00        9.6743e+01        1.9274e+03        1.6267e-02        7.0712e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_049.cpp.sh.out        -8.4544e-02        -9.9994e-01        2.3907e-01        1.8664e+00        1.8656e+00        9.4541e+01        1.9224e+03        1.5890e-02        7.1794e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_050.cpp.sh.out        -6.9193e-01        9.9995e-02        8.1324e-01        1.8650e+00        1.8617e+00        4.7140e+01        1.7737e+03        7.5199e-03        1.7189e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_051.cpp.sh.out        3.8107e-02        -8.4086e-01        9.1881e-01        1.8656e+00        1.8634e+00        8.1970e+01        2.6430e+03        5.5872e-03        1.1665e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_052.cpp.sh.out        5.2218e-01        -8.2960e-01        1.4569e-01        1.8668e+00        1.8654e+00        9.7012e+01        2.6420e+03        1.1657e-02        5.1704e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_053.cpp.sh.out        3.7805e-01        -5.9999e-01        6.5405e-01        1.8655e+00        1.8652e+00        9.0788e+01        2.4832e+03        4.6195e-03        9.1887e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_054.cpp.sh.out        1.1639e-01        -6.0000e-01        8.7647e-01        1.8655e+00        1.8653e+00        7.7185e+01        2.3967e+03        5.6244e-03        1.2794e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_055.cpp.sh.out        -3.5472e-01        -2.3155e-01        8.9717e-01        1.8657e+00        1.8642e+00        5.4997e+01        2.3260e+03        5.8441e-03        1.5936e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_056.cpp.sh.out        1.9951e-01        -5.5462e-02        1.1059e-01        1.8656e+00        1.8657e+00        5.3961e+01        2.1440e+03        1.3094e-02        5.5414e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_057.cpp.sh.out        1.0457e-01        -2.2316e-01        8.9830e-01        1.8656e+00        1.8634e+00        5.3853e+01        2.0129e+03        5.8005e-03        1.6829e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_058.cpp.sh.out        9.0321e-02        -8.7113e-01        9.1196e-01        1.8654e+00        1.8650e+00        1.0636e+02        1.9396e+03        6.7010e-03        1.7010e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_059.cpp.sh.out        5.4890e-02        -7.3643e-01        4.2991e-01        1.8657e+00        1.8657e+00        7.4043e+01        1.8719e+03        8.5257e-03        4.9779e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_060.cpp.sh.out        1.8720e-01        -7.5192e-01        7.3199e-01        1.8657e+00        1.8662e+00        7.2768e+01        1.9341e+03        5.1077e-03        1.0550e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_061.cpp.sh.out        -9.3504e-03        -2.0003e-01        9.3342e-02        1.8650e+00        1.8655e+00        6.5406e+01        1.9106e+03        1.5000e-02        6.2642e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_062.cpp.sh.out        1.5111e-01        -1.1488e-01        9.5724e-02        1.8670e+00        1.8655e+00        8.0289e+01        1.9326e+03        1.5000e-02        6.3902e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_063.cpp.sh.out        3.8253e-01        -7.9164e-01        8.1530e-01        1.8658e+00        1.8644e+00        1.0181e+02        1.9025e+03        5.9617e-03        1.3234e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_064.cpp.sh.out        -9.3755e-03        -4.0935e-01        1.6706e-01        1.8644e+00        1.8655e+00        7.0562e+01        1.9875e+03        1.5000e-02        6.5134e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_065.cpp.sh.out        -2.2913e-02        -3.8278e-01        1.4949e-01        1.8641e+00        1.8655e+00        7.4068e+01        1.9951e+03        1.4970e-02        6.4841e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_066.cpp.sh.out        2.0455e-01        -1.0000e+00        5.0910e-01        1.8645e+00        1.8658e+00        1.0430e+02        2.0353e+03        9.9999e-03        5.1598e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_067.cpp.sh.out        2.7351e-01        -5.0556e-01        5.8512e-01        1.8656e+00        1.8652e+00        1.3175e+02        2.0824e+03        8.8931e-03        5.8064e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_068.cpp.sh.out        4.9767e-01        -4.6381e-01        1.4773e-01        1.8643e+00        1.8661e+00        8.9318e+01        2.1427e+03        1.5000e-02        7.1390e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_069.cpp.sh.out        -2.9583e-01        9.7289e-01        1.6995e-01        1.8653e+00        1.8655e+00        3.2388e+01        2.1686e+03        1.9217e-02        7.0270e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_070.cpp.sh.out        5.0778e-01        -3.7394e-01        2.0098e-01        1.8643e+00        1.8656e+00        1.0573e+02        2.1223e+03        1.5000e-02        7.1365e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_071.cpp.sh.out        3.3848e-01        -6.1872e-01        1.0449e-01        1.8659e+00        1.8654e+00        8.7717e+01        2.2053e+03        1.9333e-02        7.3854e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_072.cpp.sh.out        -1.6979e-01        -4.6044e-01        8.9886e-01        1.8653e+00        1.8705e+00        9.3918e+01        2.1481e+03        8.1845e-03        1.6007e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_073.cpp.sh.out        -3.3936e-01        -9.9942e-01        9.0298e-01        1.8655e+00        1.8684e+00        1.0670e+02        2.2011e+03        8.1121e-03        2.0000e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_074.cpp.sh.out        1.7135e-01        -3.2627e-01        7.1726e-01        1.8659e+00        1.8645e+00        7.3196e+01        2.2138e+03        7.6348e-03        1.4039e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_075.cpp.sh.out        -1.1403e-01        -1.0109e+00        8.9763e-02        1.8597e+00        1.8650e+00        8.5784e+01        1.9902e+03        1.7769e-02        7.8753e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_076.cpp.sh.out        2.7760e-02        -3.0212e-01        9.3106e-01        1.8653e+00        1.8669e+00        6.2839e+01        2.6982e+03        5.7920e-03        1.8708e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_077.cpp.sh.out        1.6027e-01        1.5969e-01        9.3544e-01        1.8656e+00        1.8618e+00        5.6743e+01        2.6823e+03        5.6028e-03        1.8716e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_078.cpp.sh.out        1.3663e-01        -4.6822e-01        9.1032e-01        1.8655e+00        1.8642e+00        6.1667e+01        2.5283e+03        5.7822e-03        1.3881e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_079.cpp.sh.out        -1.3191e-01        -9.9999e-01        8.0505e-01        1.8652e+00        1.8661e+00        6.5040e+01        2.3611e+03        5.1774e-03        1.1193e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_080.cpp.sh.out        4.0958e-02        -5.9999e-01        4.1253e-01        1.8662e+00        1.8648e+00        9.5419e+01        2.2398e+03        4.0890e-03        7.4396e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_081.cpp.sh.out        -8.1212e-02        -5.9324e-01        8.1695e-01        1.8656e+00        1.8649e+00        5.4600e+01        2.1275e+03        5.4260e-03        1.2110e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_082.cpp.sh.out        1.6697e-01        -1.9769e-02        6.9030e-02        1.8646e+00        1.8656e+00        5.9716e+01        1.9672e+03        1.5000e-02        6.1857e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_083.cpp.sh.out        -1.5832e-01        -5.9682e-01        7.5593e-01        1.8656e+00        1.8653e+00        8.7279e+01        1.9218e+03        5.4304e-03        1.0611e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_084.cpp.sh.out        2.0241e-01        -4.6755e-01        1.8250e-01        1.8651e+00        1.8657e+00        8.2493e+01        1.9135e+03        1.0828e-02        5.7983e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_085.cpp.sh.out        3.8339e-01        -1.1116e+00        1.9523e-01        1.8657e+00        1.8654e+00        8.3811e+01        1.9231e+03        1.0943e-02        5.6866e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_086.cpp.sh.out        7.5323e-02        -1.0000e+00        1.0834e-01        1.8647e+00        1.8654e+00        8.4980e+01        1.9550e+03        1.3143e-02        6.3601e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_087.cpp.sh.out        -5.4536e-02        -9.9999e-01        6.1219e-01        1.8655e+00        1.8662e+00        8.8400e+01        1.9907e+03        5.3259e-03        9.6295e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_088.cpp.sh.out        2.2345e-01        -5.9974e-01        7.1979e-01        1.8655e+00        1.8660e+00        9.9080e+01        1.9839e+03        5.6794e-03        1.1211e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_089.cpp.sh.out        9.6709e-03        -5.6204e-01        7.9629e-01        1.8656e+00        1.8648e+00        7.8537e+01        2.0606e+03        6.2464e-03        1.3142e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_090.cpp.sh.out        3.6004e-01        -1.2323e-01        9.8961e-02        1.8645e+00        1.8654e+00        1.1133e+02        2.1026e+03        1.5000e-02        7.0159e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_091.cpp.sh.out        3.1939e-02        -6.0000e-01        1.9383e-01        1.8656e+00        1.8657e+00        1.1218e+02        2.1549e+03        1.3508e-02        6.3980e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_092.cpp.sh.out        -2.6825e-02        1.0000e-01        8.5446e-01        1.8656e+00        1.8628e+00        4.6553e+01        2.2144e+03        6.5631e-03        1.7590e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_093.cpp.sh.out        4.3869e-01        -3.4514e-01        7.8009e-01        1.8655e+00        1.8652e+00        1.0085e+02        2.2020e+03        6.9039e-03        1.2960e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_094.cpp.sh.out        3.8843e-01        -7.8821e-01        1.0033e-01        1.8632e+00        1.8655e+00        1.1408e+02        2.1649e+03        2.7615e-03        8.7113e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_095.cpp.sh.out        2.6528e-01        -6.0000e-01        1.7595e-01        1.8651e+00        1.8654e+00        7.5115e+01        2.2759e+03        1.3944e-02        7.3415e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_096.cpp.sh.out        3.8949e-01        -1.5420e-01        9.9133e-02        1.8639e+00        1.8658e+00        6.3495e+01        2.3075e+03        2.0000e-02        7.7032e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_097.cpp.sh.out        -1.3798e-01        -6.0000e-01        5.5259e-01        1.8661e+00        1.8655e+00        1.0378e+02        2.2374e+03        1.0991e-02        5.9638e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_098.cpp.sh.out        1.1045e-01        -7.5859e-01        8.8014e-01        1.8654e+00        1.8685e+00        8.5503e+01        2.3404e+03        7.9202e-03        1.6999e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_099.cpp.sh.out        -9.9780e-02        -1.5089e-01        2.2365e-01        1.8663e+00        1.8655e+00        6.0425e+01        2.3445e+03        1.5336e-02        7.6223e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_100.cpp.sh.out        -7.3351e-02        -5.4483e-03        1.9885e-01        1.8625e+00        1.8653e+00        4.1076e+01        2.0500e+03        1.5000e-02        7.5787e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_101.cpp.sh.out        2.6589e-01        -5.6921e-02        8.7583e-01        1.8657e+00        1.8634e+00        6.7860e+01        2.6672e+03        5.2602e-03        1.2499e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_102.cpp.sh.out        -2.4449e-01        -1.4831e+00        3.9527e-01        1.8651e+00        1.8660e+00        1.3773e+02        2.5703e+03        3.6202e-03        7.1437e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_103.cpp.sh.out        4.7708e-01        -3.3008e-01        9.0424e-01        1.8655e+00        1.8645e+00        5.8259e+01        2.5638e+03        5.7349e-03        1.5478e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_104.cpp.sh.out        -2.0547e-01        -4.2990e-01        8.7654e-01        1.8654e+00        1.8649e+00        5.9005e+01        2.3984e+03        5.5389e-03        1.3056e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_105.cpp.sh.out        -2.9932e-01        -9.3180e-01        8.5521e-01        1.8654e+00        1.8641e+00        6.3233e+01        2.3006e+03        5.4081e-03        1.2588e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_106.cpp.sh.out        -1.6700e-01        -3.7120e-01        8.8545e-01        1.8654e+00        1.8647e+00        5.8468e+01        2.1355e+03        5.6953e-03        1.2772e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_107.cpp.sh.out        1.5903e-01        -6.9983e-01        8.9933e-01        1.8652e+00        1.8681e+00        9.2787e+01        1.9773e+03        5.7317e-03        1.2699e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_108.cpp.sh.out        -2.3462e-01        -6.4465e-01        4.9306e-01        1.8655e+00        1.8651e+00        9.5580e+01        1.8834e+03        8.4206e-03        4.4477e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_109.cpp.sh.out        2.1513e-02        -4.3285e-01        7.1950e-02        1.8622e+00        1.8658e+00        7.7181e+01        1.8918e+03        1.4714e-02        6.1424e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_110.cpp.sh.out        5.4065e-03        -6.0000e-01        8.8538e-02        1.8670e+00        1.8656e+00        6.7588e+01        1.9734e+03        1.5000e-02        6.2326e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_111.cpp.sh.out        -2.8138e-01        -9.9999e-01        7.5172e-01        1.8656e+00        1.8640e+00        6.7025e+01        1.9280e+03        5.8809e-03        1.1490e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_112.cpp.sh.out        4.7352e-01        -3.9205e-01        4.9995e-01        1.8655e+00        1.8655e+00        9.9097e+01        2.0147e+03        9.5666e-03        4.9088e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_113.cpp.sh.out        2.4440e-01        -1.0443e-03        8.7708e-01        1.8653e+00        1.8632e+00        4.5140e+01        2.0608e+03        6.6400e-03        1.7047e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_114.cpp.sh.out        6.7703e-02        -1.0000e+00        9.4634e-01        1.8657e+00        1.8688e+00        9.3645e+01        2.0494e+03        7.2107e-03        1.9972e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_115.cpp.sh.out        4.7134e-02        -3.2045e-01        3.2372e-01        1.8650e+00        1.8656e+00        8.2585e+01        2.1672e+03        9.9955e-03        6.4292e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_116.cpp.sh.out        -1.6809e-02        -9.9999e-01        7.9900e-01        1.8655e+00        1.8643e+00        1.0665e+02        2.1534e+03        6.4101e-03        1.2585e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_117.cpp.sh.out        -2.5472e-01        -6.6119e-01        1.4466e-01        1.8669e+00        1.8655e+00        7.7753e+01        2.1554e+03        1.4603e-02        6.9165e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_118.cpp.sh.out        2.2563e-01        -1.0000e+00        5.9844e-01        1.8655e+00        1.8650e+00        8.5190e+01        2.2298e+03        9.2316e-03        5.7741e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_119.cpp.sh.out        -6.2124e-02        -6.3394e-02        9.7451e-02        1.8642e+00        1.8655e+00        6.1977e+01        2.2500e+03        2.0000e-02        7.8098e-03
        mass_fit_test_D0_MC_mode0_momentum_costheta_120.cpp.sh.out        1.5106e-01        9.9997e-02        9.3300e-01        1.8655e+00        1.8569e+00        6.7600e+01        2.2974e+03        7.9602e-03        1.7345e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_121.cpp.sh.out        4.2050e-01        9.9999e-02        9.4073e-01        1.8657e+00        1.8609e+00        5.8754e+01        2.2931e+03        8.1497e-03        1.9366e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_122.cpp.sh.out        2.4239e-01        -3.9524e-01        8.0121e-01        1.8649e+00        1.8655e+00        6.9670e+01        2.2643e+03        7.7532e-03        1.4922e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_123.cpp.sh.out        -9.6978e-02        -4.2263e-01        8.9203e-01        1.8657e+00        1.8664e+00        7.4225e+01        2.3248e+03        8.2465e-03        1.7699e-02
        mass_fit_test_D0_MC_mode0_momentum_costheta_124.cpp.sh.out        -7.9229e-02        -4.5013e-01        8.9186e-01        1.8657e+00        1.8639e+00        8.4435e+01        2.3265e+03        8.4606e-03        1.4925e-02
