          path                                                              c0                 c1              fsig                 mean1             mean2              nbkg              nsig            sigma1            sigma2    
        mass_fit_Dp_mc_mode200_momentum_costheta_127.cpp.sh.out        6.8197e-02        -8.0250e-01        1.8818e-01        1.8689e+00        1.8701e+00        1.8780e+02        2.6252e+03        1.0165e-02        3.8872e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_128.cpp.sh.out        4.8760e-02        -2.2598e-01        1.9183e-01        1.8684e+00        1.8702e+00        1.4031e+02        2.6305e+03        1.0706e-02        3.8858e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_129.cpp.sh.out        -1.9244e-01        -1.5791e-01        1.2920e-01        1.8686e+00        1.8700e+00        1.2935e+02        2.5997e+03        1.3767e-02        4.2333e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_130.cpp.sh.out        4.5062e-01        -3.0206e-01        1.6471e-01        1.8687e+00        1.8700e+00        1.3826e+02        2.5647e+03        1.2259e-02        4.1578e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_131.cpp.sh.out        1.3149e-01        -5.5439e-01        1.7327e-01        1.8683e+00        1.8702e+00        1.4320e+02        2.5178e+03        1.0380e-02        4.1259e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_132.cpp.sh.out        2.5673e-01        -5.0049e-01        1.5826e-01        1.8685e+00        1.8701e+00        1.4753e+02        2.3946e+03        1.2721e-02        4.1489e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_133.cpp.sh.out        3.0524e-01        -7.1658e-01        1.3984e-01        1.8705e+00        1.8701e+00        1.4936e+02        2.4136e+03        1.2546e-02        4.2448e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_134.cpp.sh.out        6.2534e-02        -4.0901e-01        2.3903e-01        1.8692e+00        1.8701e+00        1.7888e+02        2.2451e+03        9.6964e-03        4.0183e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_135.cpp.sh.out        2.1675e-01        -4.4820e-01        1.7530e-01        1.8699e+00        1.8701e+00        1.5277e+02        2.2043e+03        1.1626e-02        4.5110e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_136.cpp.sh.out        1.8216e-01        -3.0278e-01        1.6692e-01        1.8693e+00        1.8701e+00        1.3652e+02        2.0815e+03        1.1729e-02        4.4507e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_137.cpp.sh.out        2.1762e-01        -7.4832e-01        2.5676e-01        1.8696e+00        1.8701e+00        1.5258e+02        2.0873e+03        1.0479e-02        4.2572e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_138.cpp.sh.out        7.1366e-01        -1.2651e+00        1.2173e-01        1.8692e+00        1.8701e+00        1.4641e+02        1.9956e+03        1.2557e-02        4.8630e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_139.cpp.sh.out        3.1929e-01        -7.1883e-01        1.9547e-01        1.8695e+00        1.8701e+00        1.1474e+02        1.9562e+03        1.0491e-02        4.6439e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_140.cpp.sh.out        2.1990e-01        -3.3697e-01        2.0127e-01        1.8699e+00        1.8702e+00        1.1594e+02        1.9150e+03        1.1743e-02        4.9316e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_141.cpp.sh.out        1.4080e-01        -1.6378e-01        8.6844e-01        1.8702e+00        1.8692e+00        8.8020e+01        1.9450e+03        5.2368e-03        1.6220e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_142.cpp.sh.out        1.5217e-01        -6.3450e-01        1.3044e-01        1.8703e+00        1.8700e+00        1.0984e+02        1.8572e+03        1.4174e-02        5.6461e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_143.cpp.sh.out        -1.1271e-01        -4.0774e-01        8.4018e-01        1.8701e+00        1.8714e+00        1.2163e+02        1.7903e+03        5.1140e-03        1.2788e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_144.cpp.sh.out        1.1678e-01        -7.2688e-01        2.2077e-01        1.8680e+00        1.8702e+00        1.6625e+02        1.7818e+03        1.0186e-02        5.2966e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_145.cpp.sh.out        -8.7159e-02        -4.2867e-01        2.0305e-01        1.8700e+00        1.8701e+00        9.4543e+01        1.8215e+03        1.2119e-02        5.4624e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_146.cpp.sh.out        4.3818e-01        -4.9006e-01        1.5701e-01        1.8708e+00        1.8700e+00        1.0365e+02        1.8714e+03        1.5000e-02        5.5732e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_147.cpp.sh.out        9.9484e-02        -3.6956e-01        1.4541e-01        1.8690e+00        1.8700e+00        7.7978e+01        1.8160e+03        1.4772e-02        6.1408e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_148.cpp.sh.out        3.2829e-01        -6.7291e-01        1.9273e-01        1.8677e+00        1.8702e+00        1.1547e+02        1.7985e+03        1.2948e-02        5.6487e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_149.cpp.sh.out        1.9222e-01        -4.1080e-01        8.3368e-01        1.8702e+00        1.8681e+00        1.0091e+02        1.7592e+03        6.0879e-03        1.4373e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_150.cpp.sh.out        2.9006e-01        -6.5811e-01        1.2317e-01        1.8680e+00        1.8695e+00        8.9782e+01        1.5672e+03        1.3776e-02        6.4389e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_151.cpp.sh.out        1.9194e-02        -7.0149e-01        3.5398e-01        1.8699e+00        1.8701e+00        1.7545e+02        2.6754e+03        7.4340e-03        3.4065e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_152.cpp.sh.out        2.2120e-01        -4.7209e-01        2.0995e-01        1.8683e+00        1.8699e+00        1.8315e+02        2.6238e+03        9.7309e-03        3.7830e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_153.cpp.sh.out        1.5473e-01        -4.5663e-01        1.2567e-01        1.8683e+00        1.8700e+00        1.5101e+02        2.6120e+03        1.2554e-02        4.1767e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_154.cpp.sh.out        1.3827e-01        -3.4103e-01        1.1349e-01        1.8680e+00        1.8700e+00        1.3999e+02        2.6150e+03        1.3992e-02        4.3207e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_155.cpp.sh.out        -6.0456e-03        -3.2593e-01        9.7393e-02        1.8672e+00        1.8700e+00        1.3898e+02        2.5369e+03        1.5000e-02        4.2169e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_156.cpp.sh.out        3.9559e-02        -4.0210e-01        1.9917e-01        1.8701e+00        1.8699e+00        1.5246e+02        2.4975e+03        9.1946e-03        3.9566e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_157.cpp.sh.out        7.3855e-02        -3.8166e-01        1.4807e-01        1.8695e+00        1.8700e+00        1.6521e+02        2.4608e+03        1.3545e-02        4.2016e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_158.cpp.sh.out        3.3299e-01        -5.1592e-01        2.0564e-01        1.8699e+00        1.8701e+00        1.5647e+02        2.3515e+03        8.8746e-03        4.0980e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_159.cpp.sh.out        5.0448e-02        -6.4640e-01        1.2569e-01        1.8719e+00        1.8699e+00        1.3066e+02        2.3313e+03        1.5000e-02        4.5705e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_160.cpp.sh.out        1.2408e-01        -4.4397e-01        1.3043e-01        1.8691e+00        1.8701e+00        1.5990e+02        2.2661e+03        1.2842e-02        4.5376e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_161.cpp.sh.out        2.3303e-01        -3.0027e-01        1.2645e-01        1.8695e+00        1.8702e+00        1.3443e+02        2.2376e+03        1.2686e-02        4.7450e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_162.cpp.sh.out        2.9935e-01        -5.2549e-01        2.0709e-01        1.8702e+00        1.8703e+00        1.6164e+02        2.0604e+03        1.0099e-02        4.3925e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_163.cpp.sh.out        3.5645e-01        -4.2540e-01        1.8571e-01        1.8687e+00        1.8703e+00        1.5927e+02        2.0187e+03        9.6929e-03        4.5472e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_164.cpp.sh.out        2.4407e-01        -4.2801e-01        1.2725e-01        1.8681e+00        1.8701e+00        1.2867e+02        2.0443e+03        1.3637e-02        5.0150e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_165.cpp.sh.out        3.6667e-01        -5.3180e-01        7.5760e-01        1.8703e+00        1.8689e+00        1.3258e+02        1.9274e+03        4.8245e-03        9.5285e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_166.cpp.sh.out        2.0519e-01        -5.8994e-01        3.3279e-01        1.8698e+00        1.8701e+00        1.7701e+02        1.8490e+03        8.4034e-03        4.5730e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_167.cpp.sh.out        -5.9345e-02        -5.7194e-01        1.8776e-01        1.8708e+00        1.8701e+00        1.2949e+02        1.8725e+03        1.1431e-02        5.0773e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_168.cpp.sh.out        1.1445e-01        -5.3768e-01        8.6601e-01        1.8701e+00        1.8722e+00        1.1603e+02        1.8420e+03        5.4162e-03        1.4006e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_169.cpp.sh.out        4.2381e-01        -9.0944e-01        4.1427e-01        1.8697e+00        1.8702e+00        1.5587e+02        1.8080e+03        8.6163e-03        4.7105e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_170.cpp.sh.out        2.6984e-03        -1.1926e-01        1.4587e-01        1.8711e+00        1.8700e+00        9.6699e+01        1.8483e+03        1.4503e-02        5.6765e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_171.cpp.sh.out        -1.2536e-01        -4.5816e-02        9.1669e-01        1.8704e+00        1.8658e+00        7.0725e+01        1.8723e+03        6.2605e-03        2.1810e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_172.cpp.sh.out        1.9590e-01        -2.2304e-01        9.0442e-01        1.8702e+00        1.8680e+00        1.1135e+02        1.8405e+03        6.1480e-03        1.8168e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_173.cpp.sh.out        -5.3215e-01        -4.3879e-01        1.1322e-01        1.8709e+00        1.8699e+00        9.8516e+01        1.7975e+03        2.0000e-02        6.1679e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_174.cpp.sh.out        1.6375e-01        -4.2461e-01        8.5701e-01        1.8704e+00        1.8693e+00        9.0856e+01        1.8481e+03        6.6151e-03        1.5674e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_175.cpp.sh.out        3.2766e-02        -2.6703e-01        8.8525e-01        1.8699e+00        1.8669e+00        7.7339e+01        1.5649e+03        6.4552e-03        1.7748e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_176.cpp.sh.out        2.5436e-01        -4.4396e-01        1.4686e-01        1.8687e+00        1.8700e+00        1.5484e+02        2.6773e+03        1.1988e-02        4.0186e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_177.cpp.sh.out        -5.6444e-05        -6.4404e-01        1.9671e-01        1.8697e+00        1.8701e+00        1.6870e+02        2.5863e+03        9.4164e-03        3.7723e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_178.cpp.sh.out        2.5138e-01        -5.2713e-01        1.4659e-01        1.8676e+00        1.8699e+00        1.5723e+02        2.6678e+03        1.2631e-02        4.0463e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_179.cpp.sh.out        1.2099e-01        -8.5863e-01        2.8647e-01        1.8693e+00        1.8700e+00        1.9118e+02        2.5938e+03        7.7392e-03        3.6332e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_180.cpp.sh.out        3.0262e-01        -5.8159e-01        1.9746e-01        1.8694e+00        1.8699e+00        1.7224e+02        2.5467e+03        9.5013e-03        3.9501e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_181.cpp.sh.out        3.6257e-02        -5.2016e-01        2.2432e-01        1.8683e+00        1.8701e+00        1.4113e+02        2.5128e+03        9.2498e-03        3.8607e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_182.cpp.sh.out        6.0710e-02        -6.8300e-01        1.6436e-01        1.8700e+00        1.8702e+00        1.7221e+02        2.4777e+03        1.1919e-02        4.1838e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_183.cpp.sh.out        -1.6885e-02        -3.0641e-01        1.5599e-01        1.8690e+00        1.8700e+00        1.3816e+02        2.4727e+03        1.3349e-02        4.4590e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_184.cpp.sh.out        -1.2805e-01        -3.1668e-01        1.4002e-01        1.8693e+00        1.8702e+00        1.2075e+02        2.3812e+03        1.4267e-02        4.4164e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_185.cpp.sh.out        3.1141e-01        -3.5912e-01        1.2757e-01        1.8682e+00        1.8699e+00        1.3145e+02        2.3065e+03        1.4738e-02        4.6882e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_186.cpp.sh.out        8.6384e-02        -2.2910e-01        1.4812e-01        1.8693e+00        1.8701e+00        1.1112e+02        2.2409e+03        1.5000e-02        4.6118e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_187.cpp.sh.out        2.2891e-01        -8.3437e-02        1.3949e-01        1.8686e+00        1.8699e+00        9.6031e+01        2.1320e+03        1.5000e-02        4.7374e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_188.cpp.sh.out        1.7101e-01        -5.8004e-01        8.0521e-01        1.8702e+00        1.8703e+00        1.3189e+02        2.1432e+03        4.7458e-03        1.1126e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_189.cpp.sh.out        -5.0809e-02        -6.9818e-01        3.1202e-01        1.8700e+00        1.8701e+00        1.4164e+02        2.0203e+03        8.9222e-03        4.3822e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_190.cpp.sh.out        3.6016e-01        -6.2039e-01        1.6907e-01        1.8713e+00        1.8701e+00        1.2526e+02        1.9830e+03        1.3965e-02        4.7209e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_191.cpp.sh.out        3.7807e-02        3.8595e-01        8.8650e-01        1.8703e+00        1.8687e+00        5.6623e+01        2.0474e+03        5.4582e-03        1.8499e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_192.cpp.sh.out        1.9743e-01        -8.8209e-01        1.7778e-01        1.8701e+00        1.8704e+00        1.1763e+02        1.8745e+03        1.1824e-02        5.0290e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_193.cpp.sh.out        1.7584e-01        -6.4585e-01        3.8101e-01        1.8691e+00        1.8708e+00        1.4728e+02        1.8557e+03        9.0513e-03        4.6723e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_194.cpp.sh.out        4.2353e-01        2.1474e-01        1.2522e-01        1.8672e+00        1.8701e+00        7.4687e+01        1.9033e+03        2.0000e-02        5.7007e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_195.cpp.sh.out        -3.7715e-02        -4.1583e-02        8.6096e-01        1.8705e+00        1.8663e+00        7.8508e+01        1.9077e+03        5.9746e-03        1.7437e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_196.cpp.sh.out        3.9057e-01        -3.1420e-01        8.8285e-01        1.8699e+00        1.8670e+00        1.0317e+02        1.8499e+03        6.0827e-03        1.5573e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_197.cpp.sh.out        1.2015e-01        -3.9630e-01        8.7503e-01        1.8703e+00        1.8685e+00        1.1352e+02        1.8805e+03        6.2781e-03        1.4752e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_198.cpp.sh.out        1.0612e-01        -2.2544e-01        8.8118e-01        1.8702e+00        1.8671e+00        1.0398e+02        1.8491e+03        6.2806e-03        1.8330e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_199.cpp.sh.out        -9.6198e-02        8.2768e-01        8.7313e-01        1.8704e+00        1.8692e+00        3.0808e+01        1.8782e+03        6.5700e-03        2.4453e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_200.cpp.sh.out        -2.4006e-01        -4.6843e-01        8.6348e-01        1.8699e+00        1.8681e+00        6.5767e+01        1.5882e+03        6.4114e-03        1.5960e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_201.cpp.sh.out        -2.9032e-02        -5.7256e-01        2.3746e-01        1.8688e+00        1.8699e+00        1.8891e+02        2.6082e+03        9.0415e-03        3.6951e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_202.cpp.sh.out        7.0694e-02        -7.3935e-01        2.0257e-01        1.8676e+00        1.8701e+00        1.8637e+02        2.5536e+03        9.5142e-03        3.9486e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_203.cpp.sh.out        1.7034e-01        -6.7092e-01        2.0555e-01        1.8688e+00        1.8700e+00        1.8839e+02        2.6047e+03        8.3657e-03        3.8264e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_204.cpp.sh.out        4.8737e-01        -1.0666e+00        1.5390e-01        1.8695e+00        1.8700e+00        1.7377e+02        2.5802e+03        1.1317e-02        4.1720e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_205.cpp.sh.out        -1.7634e-01        -9.0805e-01        1.0100e-01        1.8692e+00        1.8699e+00        1.4660e+02        2.5405e+03        1.4217e-02        4.4144e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_206.cpp.sh.out        1.7715e-01        -6.8125e-01        1.7928e-01        1.8688e+00        1.8701e+00        1.6946e+02        2.4936e+03        1.0649e-02        3.9572e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_207.cpp.sh.out        2.2683e-01        -4.2621e-01        2.3553e-01        1.8693e+00        1.8700e+00        1.7305e+02        2.4510e+03        9.8509e-03        3.9094e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_208.cpp.sh.out        3.7576e-01        -5.7714e-01        1.3573e-01        1.8687e+00        1.8701e+00        1.6741e+02        2.4116e+03        1.1501e-02        4.4108e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_209.cpp.sh.out        -1.9984e-01        -5.8558e-02        1.0203e-01        1.8673e+00        1.8703e+00        1.0413e+02        2.4029e+03        2.0000e-02        4.7495e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_210.cpp.sh.out        -1.0000e-01        -9.2840e-01        2.9970e-01        1.8694e+00        1.8700e+00        1.6009e+02        2.2649e+03        9.5096e-03        4.0806e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_211.cpp.sh.out        3.3382e-01        -2.9653e-01        1.2024e-01        1.8685e+00        1.8703e+00        1.2021e+02        2.2258e+03        1.4995e-02        4.7953e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_212.cpp.sh.out        2.5802e-01        -6.3537e-01        2.0284e-01        1.8695e+00        1.8703e+00        1.2701e+02        2.2450e+03        1.1006e-02        4.3776e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_213.cpp.sh.out        2.0400e-01        -3.4236e-01        2.6645e-01        1.8692e+00        1.8702e+00        1.3905e+02        2.1100e+03        9.7308e-03        4.4137e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_214.cpp.sh.out        2.8106e-02        -5.2388e-01        8.8736e-01        1.8702e+00        1.8701e+00        1.2298e+02        2.0530e+03        5.1980e-03        1.5868e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_215.cpp.sh.out        1.4492e-01        -7.5916e-01        7.8868e-01        1.8705e+00        1.8685e+00        1.3880e+02        1.9601e+03        4.8374e-03        9.9014e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_216.cpp.sh.out        3.2668e-01        -2.7398e-01        1.0596e-01        1.8705e+00        1.8702e+00        1.3953e+02        1.9474e+03        1.8518e-02        5.5987e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_217.cpp.sh.out        3.4231e-01        -6.2946e-01        3.2256e-01        1.8697e+00        1.8704e+00        1.4469e+02        1.9683e+03        9.7408e-03        4.5319e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_218.cpp.sh.out        1.8753e-03        -8.4149e-01        2.5460e-01        1.8706e+00        1.8702e+00        1.1806e+02        1.9499e+03        1.0481e-02        5.0221e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_219.cpp.sh.out        2.7222e-01        -3.4462e-01        1.2023e-01        1.8707e+00        1.8700e+00        1.2585e+02        1.8332e+03        1.5000e-02        5.8533e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_220.cpp.sh.out        2.4425e-01        -4.4261e-01        1.2814e-01        1.8696e+00        1.8701e+00        1.3588e+02        1.9151e+03        1.4444e-02        5.9132e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_221.cpp.sh.out        3.1642e-01        -6.9702e-01        3.4636e-01        1.8699e+00        1.8704e+00        1.4112e+02        1.8389e+03        3.8832e-03        8.4609e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_222.cpp.sh.out        -5.2922e-01        9.4217e-01        8.1255e-01        1.8701e+00        1.8716e+00        3.3394e+01        1.8908e+03        6.1094e-03        1.9025e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_223.cpp.sh.out        -1.1264e-01        -8.4827e-02        8.6890e-01        1.8700e+00        1.8673e+00        6.7248e+01        1.9699e+03        6.4966e-03        2.0853e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_224.cpp.sh.out        2.8938e-01        -4.4701e-01        8.1679e-01        1.8704e+00        1.8680e+00        1.0772e+02        1.7563e+03        6.1776e-03        1.3973e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_225.cpp.sh.out        1.8128e-01        -9.4781e-01        5.6022e-02        1.8600e+00        1.8700e+00        1.0461e+02        1.6004e+03        1.2008e-02        6.6292e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_226.cpp.sh.out        1.7300e-01        -4.6845e-01        1.6148e-01        1.8684e+00        1.8700e+00        1.4905e+02        2.6837e+03        1.0920e-02        4.2209e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_227.cpp.sh.out        1.4134e-01        -5.6278e-01        1.2842e-01        1.8682e+00        1.8699e+00        1.5596e+02        2.6060e+03        1.2725e-02        4.2192e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_228.cpp.sh.out        9.7513e-02        -4.9281e-01        1.0929e-01        1.8662e+00        1.8700e+00        1.2506e+02        2.5861e+03        1.4997e-02        4.1353e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_229.cpp.sh.out        2.2208e-01        -2.8131e-01        1.5797e-01        1.8705e+00        1.8699e+00        1.2916e+02        2.5928e+03        1.2127e-02        3.9952e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_230.cpp.sh.out        2.0022e-01        -6.5179e-01        2.3084e-01        1.8697e+00        1.8700e+00        1.9465e+02        2.5424e+03        8.9698e-03        3.6340e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_231.cpp.sh.out        -1.4413e-02        -7.6042e-01        1.1271e-01        1.8708e+00        1.8701e+00        1.7692e+02        2.5250e+03        1.3215e-02        4.3013e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_232.cpp.sh.out        -3.0358e-01        -1.0638e+00        1.1843e-01        1.8688e+00        1.8700e+00        1.4997e+02        2.4960e+03        1.2987e-02        4.3804e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_233.cpp.sh.out        1.3000e-01        -4.5482e-01        1.4625e-01        1.8663e+00        1.8704e+00        1.5941e+02        2.4536e+03        9.8431e-03        4.3431e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_234.cpp.sh.out        3.9673e-01        -4.1504e-01        1.1622e-01        1.8687e+00        1.8700e+00        1.1889e+02        2.4311e+03        1.5000e-02        4.6167e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_235.cpp.sh.out        4.1677e-01        -7.8685e-01        1.7037e-01        1.8694e+00        1.8702e+00        2.1028e+02        2.3218e+03        1.0031e-02        4.5272e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_236.cpp.sh.out        1.5404e-01        -4.2552e-02        1.2185e-01        1.8713e+00        1.8702e+00        9.4517e+01        2.2865e+03        2.0000e-02        4.9559e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_237.cpp.sh.out        1.9628e-02        -5.7308e-01        1.1046e-01        1.8688e+00        1.8702e+00        1.3873e+02        2.2132e+03        1.3288e-02        4.7335e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_238.cpp.sh.out        4.6488e-01        -3.4046e-01        1.3374e-01        1.8702e+00        1.8701e+00        1.1799e+02        2.1370e+03        1.2273e-02        5.1287e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_239.cpp.sh.out        1.0442e-01        -6.4673e-01        2.1646e-01        1.8698e+00        1.8700e+00        1.4739e+02        2.0387e+03        1.0474e-02        4.7001e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_240.cpp.sh.out        -3.5100e-02        -5.9238e-01        1.3645e-01        1.8713e+00        1.8700e+00        1.1920e+02        2.0178e+03        1.5000e-02        5.1550e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_241.cpp.sh.out        2.6349e-01        -5.0578e-01        7.4055e-01        1.8699e+00        1.8696e+00        1.3066e+02        1.9963e+03        4.8534e-03        1.0881e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_242.cpp.sh.out        1.3797e-01        -6.3183e-02        7.8022e-01        1.8700e+00        1.8698e+00        1.1054e+02        1.9604e+03        5.0425e-03        1.0791e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_243.cpp.sh.out        2.3868e-01        -6.1956e-01        1.7788e-01        1.8702e+00        1.8701e+00        1.2095e+02        1.9190e+03        1.3551e-02        5.4137e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_244.cpp.sh.out        2.0614e-01        -3.2744e-01        1.2498e-01        1.8697e+00        1.8702e+00        1.0322e+02        1.8938e+03        1.4105e-02        5.7744e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_245.cpp.sh.out        1.3042e-01        -2.9300e-01        1.8313e-01        1.8690e+00        1.8702e+00        8.9446e+01        1.9268e+03        1.5000e-02        5.5568e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_246.cpp.sh.out        -1.6534e-01        -1.0159e-01        7.2447e-01        1.8701e+00        1.8696e+00        1.0503e+02        1.8509e+03        5.6716e-03        1.1816e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_247.cpp.sh.out        2.7954e-01        -6.6281e-01        7.3470e-01        1.8700e+00        1.8712e+00        1.1617e+02        1.7909e+03        5.6496e-03        1.1556e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_248.cpp.sh.out        1.1692e-01        -6.3034e-01        8.6302e-01        1.8702e+00        1.8716e+00        1.0377e+02        1.8762e+03        6.3266e-03        1.5041e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_249.cpp.sh.out        -1.0255e-01        -7.2379e-01        8.5981e-01        1.8703e+00        1.8695e+00        8.6327e+01        1.8786e+03        6.6216e-03        1.6935e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_250.cpp.sh.out        -1.5127e-01        -7.5166e-01        9.1064e-01        1.8700e+00        1.8674e+00        9.3341e+01        1.6057e+03        6.6016e-03        1.9021e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_251.cpp.sh.out        -9.4024e-02        -4.2726e-01        1.2481e-01        1.8689e+00        1.8699e+00        1.4831e+02        2.6357e+03        1.3281e-02        4.0426e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_252.cpp.sh.out        2.4990e-01        -4.0825e-01        1.6641e-01        1.8679e+00        1.8701e+00        1.5955e+02        2.6665e+03        1.0887e-02        3.8748e-03
