          path                                                              c0                 c1              fsig                 mean1             mean2              nbkg              nsig            sigma1            sigma2    
        mass_fit_Dp_mc_mode200_momentum_costheta_013.cpp.sh.out        4.2107e-01        -2.6122e-01        7.7035e-01        1.8704e+00        1.8686e+00        1.2651e+02        1.5286e+03        4.5031e-03        1.0649e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_014.cpp.sh.out        -2.7779e-02        -2.4427e-01        9.1489e-01        1.8702e+00        1.8774e+00        6.8972e+01        1.4100e+03        5.4748e-03        1.9967e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_015.cpp.sh.out        2.7718e-01        -4.7283e-01        1.9167e-01        1.8716e+00        1.8702e+00        9.8904e+01        1.2671e+03        1.3783e-02        4.8661e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_016.cpp.sh.out        3.4615e-01        -6.7555e-01        6.8945e-01        1.8698e+00        1.8698e+00        1.0528e+02        1.1467e+03        4.7310e-03        9.9844e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_017.cpp.sh.out        4.4446e-01        -7.2530e-01        2.0436e-01        1.8721e+00        1.8702e+00        1.1182e+02        1.0362e+03        1.3107e-02        5.0072e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_018.cpp.sh.out        3.1444e-01        -4.8800e-02        7.5266e-01        1.8701e+00        1.8713e+00        8.7684e+01        1.0153e+03        5.1199e-03        1.3982e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_019.cpp.sh.out        4.8284e-01        4.0937e-02        7.8268e-01        1.8706e+00        1.8694e+00        5.7273e+01        9.5476e+02        5.5845e-03        1.6438e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_020.cpp.sh.out        -1.3266e-01        -1.6638e-02        8.5750e-01        1.8701e+00        1.8686e+00        6.5141e+01        8.9186e+02        6.1710e-03        2.0382e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_021.cpp.sh.out        7.5433e-02        1.2256e-01        7.7472e-01        1.8706e+00        1.8682e+00        6.3378e+01        8.4861e+02        5.9692e-03        1.9371e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_022.cpp.sh.out        1.6810e-01        -4.3143e-01        5.4486e-01        1.8699e+00        1.8720e+00        6.8296e+01        7.8874e+02        4.5341e-03        1.1048e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_023.cpp.sh.out        3.3141e-01        1.7267e-01        7.1673e-01        1.8704e+00        1.8708e+00        6.2620e+01        7.6141e+02        5.8564e-03        1.4222e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_024.cpp.sh.out        3.3714e-01        -4.5483e-01        3.3870e-01        1.8709e+00        1.8708e+00        6.5627e+01        6.9555e+02        3.9441e-03        1.0390e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_025.cpp.sh.out        -1.3088e-01        -6.0690e-01        2.3114e-01        1.8700e+00        1.8697e+00        3.6701e+01        6.1630e+02        1.4652e-02        6.7453e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_026.cpp.sh.out        3.8898e-02        -8.7733e-01        1.8084e-01        1.8682e+00        1.8702e+00        1.9131e+02        2.6237e+03        9.0968e-03        3.8607e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_027.cpp.sh.out        6.0483e-02        -8.2816e-01        2.6090e-01        1.8695e+00        1.8701e+00        1.8442e+02        2.5887e+03        8.1204e-03        3.6735e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_028.cpp.sh.out        -1.5229e-01        -6.2748e-01        1.6907e-01        1.8690e+00        1.8699e+00        1.4907e+02        2.5971e+03        1.1349e-02        3.9553e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_029.cpp.sh.out        5.1607e-02        -7.5920e-01        1.6435e-01        1.8701e+00        1.8700e+00        1.3903e+02        2.5661e+03        1.1613e-02        4.0635e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_030.cpp.sh.out        1.6549e-01        -3.3153e-01        1.5017e-01        1.8690e+00        1.8701e+00        1.4707e+02        2.5219e+03        1.2251e-02        4.0296e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_031.cpp.sh.out        3.5652e-01        -1.7308e-01        1.3902e-01        1.8694e+00        1.8701e+00        1.1012e+02        2.4739e+03        1.5000e-02        4.1613e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_032.cpp.sh.out        3.0400e-01        -4.4478e-01        2.1214e-01        1.8682e+00        1.8703e+00        1.4292e+02        2.3580e+03        1.0471e-02        4.0767e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_033.cpp.sh.out        1.9050e-01        -6.3438e-01        1.4318e-01        1.8702e+00        1.8698e+00        1.5352e+02        2.1325e+03        1.1514e-02        4.3097e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_034.cpp.sh.out        1.6538e-02        -6.7881e-01        1.7015e-01        1.8706e+00        1.8701e+00        1.6151e+02        2.0836e+03        1.3306e-02        4.1036e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_035.cpp.sh.out        1.4173e-01        -7.2616e-01        1.9929e-01        1.8703e+00        1.8699e+00        1.5606e+02        1.9779e+03        9.6816e-03        4.4171e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_036.cpp.sh.out        2.4225e-01        -5.3313e-01        1.3799e-01        1.8701e+00        1.8700e+00        1.1482e+02        1.8571e+03        1.5000e-02        4.4380e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_037.cpp.sh.out        3.0900e-01        -8.1626e-01        2.0394e-01        1.8707e+00        1.8701e+00        1.7777e+02        1.7072e+03        9.4620e-03        4.2518e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_038.cpp.sh.out        -3.3349e-02        -3.7591e-01        8.4425e-01        1.8702e+00        1.8692e+00        1.1632e+02        1.6228e+03        4.8500e-03        1.4082e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_039.cpp.sh.out        4.6383e-01        -2.7428e-01        7.9865e-01        1.8703e+00        1.8680e+00        1.1107e+02        1.5849e+03        4.6995e-03        1.2612e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_040.cpp.sh.out        2.6460e-01        -6.3375e-01        4.7054e-01        1.8703e+00        1.8699e+00        9.7922e+01        1.4771e+03        3.9388e-03        7.7449e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_041.cpp.sh.out        -6.8360e-03        -2.7632e-01        1.5122e-01        1.8712e+00        1.8704e+00        1.1040e+02        1.4156e+03        1.3497e-02        5.2011e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_042.cpp.sh.out        5.0822e-01        -2.1997e-01        7.8993e-01        1.8701e+00        1.8699e+00        1.2937e+02        1.3226e+03        4.8310e-03        1.1533e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_043.cpp.sh.out        -1.5540e-01        -4.0853e-01        1.6084e-01        1.8736e+00        1.8702e+00        9.3539e+01        1.3434e+03        1.5000e-02        5.4204e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_044.cpp.sh.out        5.3830e-01        -4.2658e-01        2.8985e-01        1.8711e+00        1.8703e+00        1.0395e+02        1.3531e+03        1.1940e-02        4.8129e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_045.cpp.sh.out        1.2220e-01        -6.1333e-01        1.9243e-01        1.8735e+00        1.8703e+00        1.1108e+02        1.2579e+03        1.2962e-02        5.2753e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_046.cpp.sh.out        2.0807e-01        -3.7004e-01        3.2376e-01        1.8691e+00        1.8701e+00        1.2270e+02        1.1711e+03        1.1675e-02        5.0315e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_047.cpp.sh.out        3.7907e-01        -7.0327e-01        7.4006e-01        1.8704e+00        1.8704e+00        9.8691e+01        1.2102e+03        5.5163e-03        1.4716e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_048.cpp.sh.out        1.7902e-01        -4.5396e-01        7.0978e-01        1.8700e+00        1.8714e+00        1.1030e+02        1.1767e+03        5.4921e-03        1.1129e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_049.cpp.sh.out        1.7949e-01        -1.0763e+00        8.4607e-01        1.8703e+00        1.8734e+00        1.1433e+02        1.1997e+03        6.5845e-03        1.5111e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_050.cpp.sh.out        -5.4646e-02        -5.1104e-01        9.0256e-01        1.8701e+00        1.8649e+00        4.0871e+01        1.1043e+03        6.1997e-03        2.4997e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_051.cpp.sh.out        2.6264e-01        -6.0534e-01        2.6796e-01        1.8692e+00        1.8701e+00        2.1125e+02        2.6328e+03        8.0384e-03        3.6479e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_052.cpp.sh.out        1.9428e-01        -2.9697e-01        1.4772e-01        1.8687e+00        1.8700e+00        1.4389e+02        2.6301e+03        1.1394e-02        3.9304e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_053.cpp.sh.out        3.2462e-02        -7.1345e-01        2.0420e-01        1.8688e+00        1.8700e+00        1.6568e+02        2.6013e+03        9.8175e-03        3.9840e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_054.cpp.sh.out        -4.0507e-02        -5.8234e-01        1.0001e-01        1.8727e+00        1.8700e+00        1.3345e+02        2.5935e+03        1.9095e-02        4.4036e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_055.cpp.sh.out        1.8490e-01        -7.0755e-01        2.1463e-01        1.8684e+00        1.8702e+00        1.7979e+02        2.4833e+03        9.3822e-03        3.8807e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_056.cpp.sh.out        1.8973e-01        -4.0502e-01        2.6365e-01        1.8704e+00        1.8700e+00        1.7232e+02        2.3617e+03        8.7187e-03        3.8456e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_057.cpp.sh.out        3.6436e-02        -5.5473e-01        2.2046e-01        1.8706e+00        1.8701e+00        1.5357e+02        2.3204e+03        8.8115e-03        3.9171e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_058.cpp.sh.out        -2.2504e-01        6.4981e-02        1.7414e-01        1.8690e+00        1.8701e+00        1.0832e+02        2.2906e+03        1.3266e-02        4.1558e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_059.cpp.sh.out        -8.0142e-03        -5.8923e-01        1.3262e-01        1.8716e+00        1.8701e+00        1.2989e+02        2.1681e+03        1.4165e-02        4.4329e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_060.cpp.sh.out        2.6183e-01        -6.0790e-01        2.8305e-01        1.8689e+00        1.8704e+00        1.7795e+02        1.9971e+03        8.7720e-03        4.0449e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_061.cpp.sh.out        1.8691e-01        -4.8031e-01        1.3063e-01        1.8694e+00        1.8701e+00        1.0856e+02        1.9255e+03        1.5000e-02        4.5628e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_062.cpp.sh.out        1.1222e-01        -4.7582e-01        1.9370e-01        1.8699e+00        1.8701e+00        1.5065e+02        1.8134e+03        1.1771e-02        4.4721e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_063.cpp.sh.out        3.0850e-01        -7.2260e-02        1.2266e-01        1.8721e+00        1.8699e+00        1.1027e+02        1.7407e+03        1.5000e-02        4.7193e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_064.cpp.sh.out        1.3095e-01        1.3924e-01        1.2882e-01        1.8707e+00        1.8701e+00        8.5392e+01        1.7466e+03        1.6739e-02        4.8933e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_065.cpp.sh.out        -5.1441e-02        -4.5376e-01        2.4134e-01        1.8703e+00        1.8700e+00        1.0969e+02        1.6943e+03        1.0880e-02        4.6592e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_066.cpp.sh.out        3.3403e-01        -2.5187e-01        8.1986e-01        1.8702e+00        1.8719e+00        1.1974e+02        1.5914e+03        5.0200e-03        1.3265e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_067.cpp.sh.out        3.0269e-01        -6.5875e-01        1.2949e-01        1.8695e+00        1.8702e+00        1.4271e+02        1.5720e+03        1.5000e-02        5.4436e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_068.cpp.sh.out        2.7339e-01        -7.1276e-01        1.2992e-01        1.8715e+00        1.8704e+00        9.3984e+01        1.5089e+03        1.5000e-02        5.5119e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_069.cpp.sh.out        2.9246e-01        -5.6307e-01        3.2945e-01        1.8698e+00        1.8699e+00        1.5792e+02        1.5379e+03        9.5836e-03        4.7764e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_070.cpp.sh.out        4.9637e-01        -6.0321e-01        3.4913e-01        1.8700e+00        1.8705e+00        1.4202e+02        1.4500e+03        8.7552e-03        5.0249e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_071.cpp.sh.out        1.2403e-01        -4.1647e-01        2.1323e-01        1.8706e+00        1.8703e+00        1.1856e+02        1.5156e+03        1.2730e-02        5.2928e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_072.cpp.sh.out        -2.2399e-01        -4.4776e-01        1.6895e-01        1.8726e+00        1.8700e+00        7.7098e+01        1.4680e+03        1.5000e-02        5.9116e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_073.cpp.sh.out        1.9234e-01        -4.6553e-01        8.3272e-01        1.8704e+00        1.8693e+00        1.0052e+02        1.4906e+03        5.8931e-03        1.6340e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_074.cpp.sh.out        -2.4121e-02        -5.9230e-01        8.5248e-01        1.8701e+00        1.8692e+00        8.6211e+01        1.4988e+03        5.7988e-03        1.5671e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_075.cpp.sh.out        -3.8694e-01        -9.8178e-01        1.2647e-01        1.8679e+00        1.8696e+00        8.9410e+01        1.3366e+03        1.5000e-02        6.0937e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_076.cpp.sh.out        3.6940e-02        -5.9960e-01        1.4467e-01        1.8682e+00        1.8700e+00        1.6916e+02        2.6110e+03        1.0387e-02        4.0659e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_077.cpp.sh.out        -1.7592e-02        -6.6722e-01        1.3198e-01        1.8689e+00        1.8699e+00        1.2714e+02        2.6219e+03        1.3252e-02        4.0527e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_078.cpp.sh.out        2.9696e-01        -5.6733e-01        1.9098e-01        1.8685e+00        1.8702e+00        1.5487e+02        2.5961e+03        1.1129e-02        3.9762e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_079.cpp.sh.out        2.9072e-02        -7.9711e-01        2.9656e-01        1.8691e+00        1.8702e+00        1.7814e+02        2.5558e+03        7.9741e-03        3.5701e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_080.cpp.sh.out        1.9648e-01        -8.5743e-01        2.0901e-01        1.8683e+00        1.8703e+00        1.8674e+02        2.5363e+03        9.6168e-03        3.9238e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_081.cpp.sh.out        1.9191e-01        -4.4514e-01        1.4723e-01        1.8691e+00        1.8700e+00        1.5799e+02        2.3589e+03        1.1206e-02        4.3700e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_082.cpp.sh.out        2.4058e-01        -5.1194e-01        1.4424e-01        1.8697e+00        1.8699e+00        1.4228e+02        2.4397e+03        1.1445e-02        4.3066e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_083.cpp.sh.out        -1.8242e-01        -3.5883e-01        1.3892e-01        1.8703e+00        1.8699e+00        1.3681e+02        2.2992e+03        1.5000e-02        4.2979e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_084.cpp.sh.out        2.8833e-02        -4.3831e-01        1.7833e-01        1.8688e+00        1.8701e+00        1.4615e+02        2.1688e+03        1.0796e-02        4.1605e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_085.cpp.sh.out        3.4238e-01        -1.9800e-01        1.5446e-01        1.8690e+00        1.8700e+00        1.2343e+02        2.0816e+03        1.5000e-02        4.3733e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_086.cpp.sh.out        2.9550e-01        -3.7953e-01        1.7425e-01        1.8694e+00        1.8700e+00        1.1956e+02        2.0324e+03        1.4102e-02        4.4610e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_087.cpp.sh.out        3.4667e-01        -5.5595e-01        3.8497e-01        1.8697e+00        1.8701e+00        1.3160e+02        1.9503e+03        8.7014e-03        3.8680e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_088.cpp.sh.out        -2.1266e-02        -5.2649e-01        1.5045e-01        1.8697e+00        1.8702e+00        1.3447e+02        1.8516e+03        1.2252e-02        4.6825e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_089.cpp.sh.out        4.6855e-01        -3.4050e-01        3.2809e-01        1.8691e+00        1.8700e+00        1.3701e+02        1.7680e+03        9.3143e-03        4.3540e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_090.cpp.sh.out        8.7091e-02        -7.1136e-01        4.3182e-01        1.8690e+00        1.8703e+00        1.6202e+02        1.6900e+03        7.6428e-03        4.2045e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_091.cpp.sh.out        1.4571e-01        -6.0603e-01        4.3062e-01        1.8691e+00        1.8703e+00        1.3591e+02        1.7101e+03        8.6749e-03        4.0036e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_092.cpp.sh.out        2.3733e-01        -3.4930e-02        8.1057e-01        1.8700e+00        1.8707e+00        9.3658e+01        1.7424e+03        4.9683e-03        1.2223e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_093.cpp.sh.out        7.1006e-02        -9.7266e-01        9.5424e-01        1.8703e+00        1.8695e+00        1.6338e+02        1.6167e+03        6.3329e-03        9.2771e-04
        mass_fit_Dp_mc_mode200_momentum_costheta_094.cpp.sh.out        2.7229e-01        -5.0677e-01        9.9875e-01        1.8700e+00        1.8685e+00        1.6826e+02        1.6079e+03        6.2421e-03        2.1235e-06
        mass_fit_Dp_mc_mode200_momentum_costheta_095.cpp.sh.out        1.4116e-01        -8.7328e-01        3.3697e-01        1.8703e+00        1.8701e+00        1.3631e+02        1.5896e+03        1.0084e-02        4.8110e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_096.cpp.sh.out        2.9628e-01        -6.5097e-01        9.5437e-01        1.8702e+00        1.8678e+00        1.4986e+02        1.6312e+03        6.3992e-03        1.6595e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_097.cpp.sh.out        3.6043e-01        -6.7186e-01        1.0303e-01        1.8735e+00        1.8703e+00        1.1309e+02        1.6199e+03        1.5000e-02        5.6514e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_098.cpp.sh.out        -2.2629e-02        -8.4213e-01        8.3375e-01        1.8704e+00        1.8720e+00        1.1716e+02        1.6659e+03        5.5900e-03        1.3734e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_099.cpp.sh.out        3.9731e-01        3.2398e-02        8.9090e-01        1.8704e+00        1.8666e+00        7.4305e+01        1.6737e+03        6.4246e-03        2.2194e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_100.cpp.sh.out        2.9542e-01        -6.4950e-01        2.6195e-01        1.8706e+00        1.8698e+00        1.0613e+02        1.4771e+03        1.1504e-02        5.6744e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_101.cpp.sh.out        7.6707e-02        -7.9892e-01        1.8516e-01        1.8698e+00        1.8699e+00        1.9146e+02        2.5905e+03        9.3256e-03        3.8530e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_102.cpp.sh.out        -6.6840e-02        -6.6284e-01        2.5564e-01        1.8688e+00        1.8701e+00        1.7790e+02        2.6201e+03        8.4745e-03        3.7065e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_103.cpp.sh.out        2.1733e-01        -4.8054e-01        2.0630e-01        1.8696e+00        1.8701e+00        1.7246e+02        2.5995e+03        8.5044e-03        3.8314e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_104.cpp.sh.out        3.7388e-01        -6.4808e-01        2.4434e-01        1.8693e+00        1.8700e+00        1.9433e+02        2.5347e+03        8.1802e-03        3.6524e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_105.cpp.sh.out        -5.1444e-02        -6.5013e-01        1.1769e-01        1.8692e+00        1.8700e+00        1.6259e+02        2.5135e+03        1.2343e-02        4.2310e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_106.cpp.sh.out        3.5211e-01        -1.2323e-01        2.0635e-01        1.8691e+00        1.8702e+00        1.4051e+02        2.4553e+03        1.0586e-02        3.9751e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_107.cpp.sh.out        1.9049e-01        -5.1262e-01        1.4840e-01        1.8695e+00        1.8700e+00        1.2989e+02        2.4563e+03        1.1626e-02        4.4532e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_108.cpp.sh.out        1.3697e-01        -5.9848e-01        1.2156e-01        1.8682e+00        1.8700e+00        1.6195e+02        2.3689e+03        1.2756e-02        4.3295e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_109.cpp.sh.out        1.2317e-01        -7.0353e-01        1.1745e-01        1.8683e+00        1.8700e+00        1.4916e+02        2.3277e+03        1.4091e-02        4.5298e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_110.cpp.sh.out        1.5983e-01        -1.3883e-01        1.3469e-01        1.8684e+00        1.8702e+00        1.1001e+02        2.2131e+03        1.3514e-02        4.5870e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_111.cpp.sh.out        9.1524e-02        -4.8228e-01        2.1065e-01        1.8701e+00        1.8702e+00        1.2557e+02        2.0414e+03        1.0175e-02        4.4496e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_112.cpp.sh.out        -3.5409e-03        -3.8477e-01        1.9822e-01        1.8697e+00        1.8700e+00        1.2666e+02        2.0426e+03        1.0493e-02        4.4265e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_113.cpp.sh.out        3.3406e-01        -4.4524e-01        1.1853e-01        1.8692e+00        1.8700e+00        1.1233e+02        2.0046e+03        1.5000e-02        5.0021e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_114.cpp.sh.out        9.4804e-02        -5.7378e-01        3.5652e-01        1.8706e+00        1.8701e+00        1.7468e+02        1.8373e+03        7.9286e-03        4.2369e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_115.cpp.sh.out        1.9854e-03        -3.6633e-01        7.8615e-01        1.8700e+00        1.8707e+00        1.2577e+02        1.8382e+03        4.7755e-03        1.1175e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_116.cpp.sh.out        -6.7380e-02        -6.2026e-01        1.7154e-01        1.8711e+00        1.8699e+00        1.4143e+02        1.7905e+03        1.0791e-02        4.9593e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_117.cpp.sh.out        -2.2647e-01        -5.2113e-01        1.1557e-01        1.8738e+00        1.8699e+00        7.3632e+01        1.8603e+03        1.8306e-02        5.4782e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_118.cpp.sh.out        1.1710e-01        -5.6100e-01        1.2326e-01        1.8701e+00        1.8698e+00        1.2718e+02        1.7878e+03        1.5000e-02        5.3095e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_119.cpp.sh.out        4.0801e-01        -8.1575e-01        4.2636e-01        1.8696e+00        1.8704e+00        1.2520e+02        1.7458e+03        8.4465e-03        4.8566e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_120.cpp.sh.out        -1.4382e-02        -1.3332e+00        7.5865e-01        1.8704e+00        1.8688e+00        1.4703e+02        1.7480e+03        5.2178e-03        1.0924e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_121.cpp.sh.out        8.6145e-02        -7.7268e-01        3.1702e-01        1.8709e+00        1.8699e+00        1.1389e+02        1.7011e+03        1.0230e-02        4.8498e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_122.cpp.sh.out        4.7022e-01        -4.9948e-01        3.0467e-01        1.8696e+00        1.8701e+00        1.4297e+02        1.7481e+03        1.0728e-02        5.3762e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_123.cpp.sh.out        3.2963e-01        -2.2598e-01        8.4952e-01        1.8702e+00        1.8679e+00        8.9563e+01        1.7924e+03        5.9352e-03        1.7056e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_124.cpp.sh.out        2.1697e-01        -6.7974e-01        2.9944e-01        1.8693e+00        1.8704e+00        1.0779e+02        1.7383e+03        1.0878e-02        5.1853e-03
        mass_fit_Dp_mc_mode200_momentum_costheta_125.cpp.sh.out        2.9609e-01        -3.5055e-01        5.9146e-01        1.8705e+00        1.8687e+00        8.3484e+01        1.5565e+03        4.9164e-03        1.0158e-02
        mass_fit_Dp_mc_mode200_momentum_costheta_126.cpp.sh.out        2.4483e-01        -4.8289e-01        1.1034e-01        1.8688e+00        1.8700e+00        1.4284e+02        2.6153e+03        1.5103e-02        4.2538e-03
