3.80765	175.2269519	26.57862252
3.85	272.4324191	67.44237892
3.89	553.0435328	77.64184271
3.895	767.3736511	83.26469749
3.89624	724.9912763	32.42267496
3.9	696.1374176	82.47306607
3.905	839.2224165	85.47310839
3.91	897.5250032	89.97043198
3.915	950.2060398	91.10604744
3.92	1005.728672	96.96072762
3.925	1098.141543	100.8126808
3.93	1026.984074	97.34971341
3.935	1218.353144	99.74664353
3.94	1497.522664	102.804422
3.945	1410.227238	100.2890685
3.95	1359.862416	100.7500001
3.955	1464.769422	97.89625412
3.96	1374.285699	95.57081395
3.965	1590.775342	102.1082611
3.97	1475.732544	107.4689774
3.975	1593.0642	103.2774251
3.98	1683.813044	103.8804015
3.985	1760.553488	106.6231862
3.99	1855.83973	107.619572
3.995	1864.903944	106.9435896
4	1919.858986	112.0974832
4.005	1937.562892	114.4319156
4.00762	2012.403896	14.33260491
4.01	1990.752271	119.3293689
4.012	2311.705655	124.5607574
4.014	2301.969176	127.2501295
4.016	2474.637813	130.9814879
4.018	2591.040615	128.9782839
4.02	2518.153466	131.3998378
4.025	2843.145632	141.8637703
4.03	2929.533833	90.73175158
4.035	2838.370883	138.9456789
4.04	2352.26973	134.3179636
4.05	2506.55617	137.0164124
4.055	2353.203358	129.4338799
4.06	2488.291088	135.4069036
4.065	2265.6482	128.4418936
4.07	2249.494809	125.9494226
4.08	2337.103499	123.8557154
4.08545	2167.894111	46.18548251
4.09	2155.168187	121.7237199
4.1	2297.093053	126.5385233
4.11	2075.206312	125.6163706
4.12	1880.86577	117.7893408
4.12848	1897.256291	16.14415027
4.13	2086.487225	124.2573037
4.14	2082.910395	124.3878884
4.145	1980.111936	117.6629989
4.15	1769.733946	117.5741162
4.15744	1866.310727	16.04233716
4.16	1924.311057	116.7426991
4.17	1908.415023	77.55378088
4.18	1874.751489	122.0856607
4.18859	1714.835863	48.71622895
4.1888	1672.07576	13.64249301
4.19	1783.74003	117.0451597
4.195	1883.681495	119.2131534
4.1989	1647.526896	13.62011237
4.2	1769.98716	116.2837131
4.203	1755.502959	122.4878646
4.206	1542.338805	111.8021161
4.20773	1650.211182	42.48871333
4.2092	1453.30342	13.25664409
4.21	1232.469365	108.3037905
4.215	1539.446727	111.5779789
4.21713	1387.294298	40.80851629
4.2187	1349.776298	12.92742329
4.22	1571.26869	108.9610011
4.225	1148.119607	101.0014987
4.22626	1163.614728	8.512128379
4.23	1168.062497	98.37301956
4.235	1075.595413	97.29288664
4.2357	1046.758342	11.78075571
4.24	1149.057667	101.9805189
4.24166	944.0348111	36.05807754
4.243	1108.612645	94.90524277
4.2438	984.0158593	11.53073933
4.245	1126.20506	94.46279686
4.248	1075.545151	94.0968028
4.25	963.3701796	92.89291097
4.255	918.5167087	88.91334348
4.25797	952.3200374	9.31741925
4.26	1011.856739	90.64234811
4.265	791.3143585	89.20185589
4.2668	973.6400174	11.54220291
4.27	1032.162039	92.91566102
4.275	840.7702188	91.96293707
4.2777	946.7460648	20.08414712
4.28	862.7413692	89.46277603
4.285	968.5791279	91.90073034
4.28788	918.8093314	11.96813929
4.29	964.9193386	91.22770482
4.3	1070.676262	95.22111099
4.30789	1057.442538	41.85877559
4.31	1123.68647	100.1752819
4.31205	1013.452575	12.37967045
4.32	1040.078988	92.66448745
4.33	1266.95357	99.62727822
4.33739	1228.968313	13.0042855
4.34	1139.585325	99.25740754
4.35	1310.095008	103.3398749
4.35826	1470.995821	13.23067117
4.36	1611.774229	111.3300985
4.37	1636.030251	109.3948607
4.37737	1639.102854	14.03243696
4.38	1804.186088	114.6075039
4.3874	1765.19137	44.31683583
4.39	2085.607962	127.0457365
4.395	2106.225267	126.4108223
4.39645	1867.750092	14.86406935
4.4	1996.149096	130.1061464
4.41	2375.391395	145.8500051
4.41558	1988.120929	10.26316114
4.42	1973.252692	126.7577716
4.425	2155.565445	129.6063294
4.43	2074.556504	134.4401823
4.43624	2018.272012	14.38549613
4.44	1930.400023	124.1500123
4.45	2019.017846	125.9542737
4.46	1820.700975	112.9154776
4.46706	1515.031993	30.51752541
4.48	1689.93581	115.7865799
4.5	1465.501589	110.7824816
4.52	1447.233676	109.5104208
4.52714	1445.964459	29.95191719
4.54	1430.524324	103.2407783
4.55	1554.204367	107.8869364
4.56	1471.806553	109.8497962
4.57	1395.838787	107.2451466
4.5745	1278.228286	43.79434177
4.58	1247.21623	106.2979011
4.59	1236.409927	107.6286227
4.59953	1271.633944	12.7880908
4.61186	1190.14191	29.93097362
4.628	1272.212148	13.49154859
4.64091	1236.434136	13.02547098
4.66124	1319.699865	13.59228235
4.68192	1354.657281	7.672576285
4.69882	1370.55534	13.77562595
4.7397	1374.21064	24.98209941
4.75005	1397.255979	16.84001607
4.78054	1329.188584	14.11125581
4.84307	1256.374136	13.76370057
4.91802	1231.537707	22.05861682
4.95093	1212.412145	25.30041905
